uuid,enum_id,hh_id,gps_lat,gps_lon,gps_precision,weight,stratum,cluster_id,site,admin1,admin2,consent,respondent_age,respondent_sex,num_members,start,end,deviceid,hh_size,hohh_status,residency_status,dod_idp_returnee,date_dod_idp_returnee,first_priority_need,second_priority_need,left_yn,num_left,fsl_fcs_cereal,fsl_fcs_legumes,fsl_fcs_score,fsl_fcs_cat,fsl_hhs_score,fsl_hhs_cat
HH-00088,ENUM-22,HHID-00088,24.760344843938356,-133.60330011216627,1.6703394609207523,1.5107969202607303,Urban,CLU-59,Site9,Admin1_E,Admin2_5,yes,44,f,7,2024-03-08,2024-03-09,device-2315,7,widowed,idp_returnee,yes,2023-12-19,shelter_materials,drinking_water,yes,4,2,7,126,Poor,5,Severe
HH-00089,ENUM-44,HHID-00089,69.69829366373878,-133.90349797520193,9.911686261369766,1.5704990373140368,Camp,CLU-73,Site14,Admin1_B,Admin2_14,yes,127,m,7,2024-03-08,2024-03-12,device-6383,7,divorced,idp,no,,shelter_materials,drinking_water,yes,1,7,4,26,Poor,5,Severe
HH-00090,ENUM-39,HHID-00090,-5.0013134708491265,-125.31503033557404,2.3167170138344337,2.2939944141454407,Camp,CLU-8,Site10,Admin1_B,Admin2_11,yes,75,m,10,2024-03-07,2024-03-09,device-9742,10,widowed,idp,no,,shelter_materials,drinking_water,yes,1,3,6,24,Poor,0,None
HH-00091,ENUM-4,HHID-00091,-68.4730357311057,-130.02221784621236,9.427317741351256,2.231090378310924,Urban,CLU-72,Site16,Admin1_E,Admin2_11,yes,76,m,4,2024-03-14,2024-03-18,device-7226,4,single,idp,no,,healthcare,drinking_water,no,0,7,0,14,Poor,5,Severe
HH-00092,ENUM-41,HHID-00092,38.384061700139114,50.714908129157266,6.496466489923685,0.0,Camp,CLU-60,Site3,Admin1_C,Admin2_10,,47,f,9,2024-03-12,2024-03-17,device-6188,9,divorced,idp,no,,wash_nfi,drinking_water,no,0,1,3,11,Poor,5,Severe
HH-00093,ENUM-42,HHID-00093,46.94130875104153,-114.52316961630787,6.077367948788591,0.8209857236353131,Camp,CLU-87,Site12,Admin1_D,Admin2_8,yes,27,m,40,2024-03-08,2024-03-13,device-8994,1,single,host,,,drinking_water,food,no,0,5,3,19,Poor,5,Severe
HH-00094,ENUM-22,HHID-00094,11.029895562509324,-55.55977800340925,5.126885110165086,0.7602741234604158,Urban,CLU-40,Site9,Admin1_E,Admin2_4,yes,38,m,12,2024-03-16,2024-03-21,device-9864,12,married,refugee,no,,food,drinking_water,no,0,6,3,21,Poor,1,Moderate
HH-00095,ENUM-5,HHID-00095,48.77409239182097,142.84382756616424,2.3066981171775867,2.3108470428218526,Urban,CLU-93,Site8,Admin1_A,Admin2_2,yes,73,m,12,2024-03-11,2024-03-14,device-1588,12,single,idp_returnee,no,,healthcare,drinking_water,no,0,6,7,33,Borderline,2,Moderate
HH-00096,ENUM-22,HHID-00096,-1.1167926544096645,-9.373809505365955,1.7652803200550826,1.9459672925160227,Camp,CLU-3,Site16,Admin1_C,Admin2_1,yes,63,m,2,2024-03-07,2024-03-11,device-2121,2,divorced,idp_returnee,yes,2023-06-20,healthcare,drinking_water,yes,2,4,3,17,Poor,4,Severe
HH-00097,ENUM-7,HHID-00097,4.091909288758927,60.32078586756978,2.2048620907017535,1.1854016663995146,Camp,CLU-51,Site20,Admin1_D,Admin2_4,yes,29,f,15,2024-03-11,2024-03-16,device-4846,15,widowed,refugee,no,,healthcare,healthcare,yes,4,7,6,32,Borderline,3,Moderate
HH-00098,ENUM-36,HHID-00098,-13.042616695461064,-117.96484636741326,1.8643826214425452,0.6985484224724665,Camp,CLU-33,Site20,Admin1_B,Admin2_3,yes,67,m,2,2024-03-08,2024-03-13,device-5708,2,single,idp_returnee,no,,shelter_materials,drinking_water,yes,3,6,3,21,Poor,5,Severe
HH-00099,ENUM-44,HHID-00099,-85.42455718606287,-110.77595322887852,7.795844735667533,0.7141456239910764,Camp,CLU-1,Site7,Admin1_A,Admin2_11,yes,23,f,9,2024-03-14,2024-03-18,device-4727,9,widowed,host,yes,,food,drinking_water,no,0,7,4,26,Poor,1,Moderate
HH-00100,ENUM-25,HHID-00100,-70.57954314120519,-165.28729814406762,3.501252591667301,2.7354771866602956,Rural,CLU-96,Site15,Admin1_B,Admin2_5,yes,49,f,5,2024-03-16,2024-03-21,,5,married,host,,,healthcare,drinking_water,yes,0,7,6,32,Borderline,2,Moderate
HH-00101,ENUM-19,HHID-00101,-84.34274657638784,-292.5442687888128,0.5784267656339637,0.9796683117968572,Camp,CLU-28,Site4,Admin1_A,Admin2_2,yes,39,m,12,2024-03-15,2024-03-19,device-8110,12,married,idp,yes,2023-06-06,healthcare,drinking_water,yes,2,6,6,30,Borderline,1,Moderate
HH-00102,ENUM-17,HHID-00102,24.553874027480475,-79.7074779484949,9.691026301408113,1.3084289052888018,Urban,CLU-75,Site5,Admin1_D,Admin2_8,yes,58,m,14,2024-03-12,2024-03-14,device-2612,14,divorced,idp,yes,2023-10-11,food,drinking_water,no,0,2,2,10,Poor,4,Severe
HH-00103,ENUM-47,HHID-00103,-33.4159234062612,-116.27622566037115,8.837858849634257,1.06664100556747,Urban,CLU-10,Site10,Admin1_A,Admin2_14,yes,29,f,9,2024-03-15,2024-03-19,device-2646,9,widowed,host,,,wash_nfi,drinking_water,no,0,2,5,19,Poor,4,Severe
HH-00104,ENUM-43,HHID-00104,1.542724409646496,-148.06708784746,9.27752283195213,1.3874907645798433,Urban,CLU-6,Site1,Admin1_D,Admin2_2,yes,38,m,15,2024-03-22,2024-03-26,device-8269,15,single,idp_returnee,no,,wash_nfi,drinking_water,yes,0,2,4,16,Poor,5,Severe
HH-00105,ENUM-39,HHID-00105,73.36196530669673,-136.5710864037837,9.949078226464353,0.6735596068652334,Urban,CLU-55,Site13,Admin1_E,Admin2_5,yes,58,m,10,2024-03-18,2024-03-21,device-3725,10,single,host,yes,,drinking_water,food,yes,0,7,1,17,Poor,6,Severe
HH-00106,ENUM-10,HHID-00106,-45.12739875320251,-14.11964350821873,1.738952492194873,1.797649477270676,Camp,CLU-45,Site11,Admin1_E,Admin2_13,yes,21,f,6,2024-03-17,2024-03-19,device-5906,38,married,refugee,yes,2024-01-05,food,drinking_water,no,0,7,2,20,Poor,1,Moderate
HH-00107,ENUM-22,HHID-00107,-16.131073853586642,-105.7198613739147,3.9624201890265875,0.6690314089805373,Camp,CLU-90,Site20,Admin1_A,Admin2_7,maybe,18,f,6,2024-03-25,2024-03-28,device-1474,6,widowed,refugee,no,,food,drinking_water,yes,5,2,1,7,Poor,0,None
HH-00108,ENUM-6,HHID-00108,175.66145070811476,-48.86285002269284,7.582384757040913,2.500891269555904,Rural,CLU-9,Site13,Admin1_C,Admin2_8,yes,46,other,14,2024-03-22,2024-03-27,device-1753,14,widowed,refugee,yes,2023-05-12,shelter_materials,drinking_water,yes,5,1,4,14,Poor,0,None
HH-00109,ENUM-38,HHID-00109,-48.81633021150796,1.2302175077484776,6.960206180537922,1.0842802047760824,Camp,CLU-70,Site11,Admin1_B,Admin2_8,yes,35,m,5,2024-03-22,2024-03-26,device-6314,5,married,host,,,healthcare,drinking_water,yes,3,3,7,27,Poor,6,Severe
HH-00110,ENUM-43,HHID-00110,-76.14361623081726,68.5421383065715,1.5389590633985506,1.8500297865112765,Urban,CLU-8,Site15,Admin1_A,Admin2_15,yes,31,f,4,2024-03-27,2024-03-29,device-1919,4,single,refugee,yes,2024-02-20,wash_nfi,drinking_water,no,0,7,5,29,Borderline,0,None
HH-00111,ENUM-10,HHID-00111,-37.84473847552176,-165.84762965720438,8.158331249906178,2.7001977189036457,Camp,CLU-9,Site11,Admin1_A,Admin2_11,yes,66,m,10,2024-03-25,2024-03-28,device-5806,10,married,idp,yes,2023-07-31,shelter_materials,shelter_materials,no,0,7,3,23,Poor,5,Severe
HH-00112,ENUM-23,HHID-00112,98.12491117451799,107.78774360725538,2.2444057183666066,2.127193422617985,Rural,CLU-61,Site14,Admin1_B,Admin2_5,yes,67,f,4,2024-03-20,2024-03-24,device-6873,4,widowed,idp,yes,2023-10-31,drinking_water,food,yes,3,0,0,0,Poor,5,Severe
HH-00113,ENUM-20,HHID-00113,77.34557742166317,46.04414021672679,2.2381761482262306,1.8323944663783382,Camp,CLU-5,Site20,Admin1_A,Admin2_2,yes,28,m,8,2024-03-23,2024-03-24,device-7141,8,single,refugee,no,,wash_nfi,drinking_water,no,0,2,7,25,Poor,3,Moderate
HH-00114,ENUM-42,HHID-00114,55.461668321595056,-150.56674849840613,5.3697442289341355,1.310834382788439,Camp,CLU-37,Site5,Admin1_B,Admin2_11,yes,54,f,15,2024-03-22,2024-03-25,device-8056,15,married,refugee,yes,2023-12-16,healthcare,drinking_water,no,0,5,5,25,Poor,3,Moderate
HH-00115,ENUM-45,HHID-00115,24.012676171876222,134.48830467843982,5.929399348417031,1.3325047826454948,Urban,CLU-53,Site10,Admin1_D,Admin2_9,yes,66,f,7,2024-03-23,2024-03-25,device-3385,7,widowed,refugee,yes,2023-08-23,drinking_water,food,yes,3,1,6,20,Poor,5,Severe
,ENUM-43,HHID-00116,66.86290623378918,151.51406419145275,5.8008620783781115,2.173717387995475,Rural,CLU-24,Site11,Admin1_C,Admin2_7,yes,28,f,10,2024-03-29,2024-03-20,device-5000,10,widowed,refugee,no,,drinking_water,food,no,0,6,7,33,Borderline,4,Severe
HH-00117,ENUM-26,HHID-00117,54.660973841840615,-158.01193445224905,0.9148683739775487,2.9853484030529187,Camp,CLU-99,Site20,Admin1_E,Admin2_3,yes,49,f,1,2024-03-30,2024-04-02,device-9702,1,divorced,host,,,healthcare,drinking_water,yes,5,1,7,23,Poor,0,None
HH-00118,ENUM-9,HHID-00118,-56.41738940051355,-80.32404666700666,8.774608626303804,2.1545979746234467,Camp,CLU-18,Site7,Admin1_E,Admin2_6,yes,68,m,5,2024-03-26,2024-03-29,device-7751,5,divorced,host,,,shelter_materials,drinking_water,yes,4,1,6,20,Poor,4,Severe
HH-00119,ENUM-39,HHID-00119,70.660619728196,110.23246072550205,2.6560004258870604,1.8944585434250623,Rural,CLU-99,Site16,Admin1_C,Admin2_15,yes,66,m,3,2024-04-01,2024-04-06,device-3950,3,married,idp,no,,healthcare,drinking_water,yes,4,5,6,28,Poor,1,Moderate
HH-00120,ENUM-46,HHID-00120,7.081603544817128,89.37348853811699,1.2951492128280417,2.326626275598115,Camp,CLU-83,Site11,Admin1_B,Admin2_7,yes,67,f,7,2024-03-30,2024-03-31,device-3785,7,single,idp_returnee,yes,2023-10-01,food,drinking_water,yes,5,4,5,23,Poor,3,Moderate
HH-00121,ENUM-6,HHID-00121,55.33922792953126,-113.57243303170416,8.887480798689772,1.6630140307092953,Rural,CLU-94,Site6,Admin1_C,Admin2_6,yes,23,m,9,2024-04-03,2024-04-05,device-3868,9,single,idp,no,,wash_nfi,drinking_water,no,0,0,7,21,Poor,1,Moderate
HH-00122,ENUM-20,HHID-00122,71.29643398622878,-104.6342435987843,9.556514982297534,0.650355856501963,Rural,CLU-83,Site13,Admin1_B,Admin2_3,yes,26,f,2,2024-03-31,2024-04-02,device-2293,2,divorced,host,,,healthcare,healthcare,no,0,2,5,19,Poor,6,Severe
HH-00123,ENUM-36,HHID-00123,-32.7593745050645,-46.630042995102485,8.621276172654506,1.9057420396947746,Urban,CLU-54,Site11,Admin1_C,Admin2_8,yes,57,m,9,2024-03-31,2024-04-02,device-7267,9,widowed,idp,no,,wash_nfi,drinking_water,yes,4,1,4,14,Poor,3,Moderate
HH-00124,ENUM-25,HHID-00124,-70.19065358501818,-5.571725331232329,8.09516074724878,2.8940632112634503,Camp,CLU-48,Site10,Admin1_A,Admin2_1,yes,10,f,2,2024-03-30,2024-04-03,device-4945,2,divorced,idp,yes,2023-10-30,food,drinking_water,yes,2,5,6,28,Poor,2,Moderate
HH-00125,ENUM-42,HHID-00125,-48.9716707424505,42.571717750906544,6.552419806390217,0.9382573558941492,Rural,CLU-49,Site16,Admin1_A,Admin2_5,yes,58,m,9,2024-03-29,2024-03-31,device-9153,9,married,host,,,food,drinking_water,yes,0,4,0,8,Poor,5,Severe
HH-00126,ENUM-22,HHID-00126,-13.120598047273859,-47.19108975488194,5.5085737060913935,2.225012227051664,Rural,CLU-58,Site19,Admin1_C,Admin2_8,yes,9,m,5,2024-04-05,2024-04-07,device-3344,5,divorced,idp_returnee,yes,2023-04-10,food,drinking_water,no,0,5,2,16,Poor,2,Moderate
HH-00127,ENUM-9,HHID-00127,57.24265786604877,-13.487502192066756,0.8698675991141014,1.0023342216476412,Rural,CLU-49,Site8,Admin1_D,Admin2_8,yes,16,f,6,2024-04-05,2024-04-06,device-4804,6,single,host,,,healthcare,drinking_water,no,0,4,7,29,Borderline,4,Severe
HH-00128,ENUM-43,HHID-00128,64.93150498614182,89.08953772815238,4.084532130706987,1.8395692111827031,Urban,CLU-49,Site11,Admin1_C,Admin2_5,yes,45,f,2,2024-03-30,2024-04-03,device-8555,2,married,idp,yes,2024-01-14,shelter_materials,drinking_water,no,0,4,3,17,Poor,8,Severe
HH-00129,ENUM-45,HHID-00129,-88.74861650438568,-166.79404695938476,3.72688517012314,0.741691124116799,Camp,CLU-11,Site13,Admin1_E,Admin2_4,yes,79,m,13,2024-03-30,2024-04-03,device-5161,13,single,host,,,wash_nfi,drinking_water,yes,3,7,4,26,Poor,5,Severe
HH-00130,ENUM-48,HHID-00130,1.9345144639618326,-89.12270003615252,2.5975378376032623,1.6259273406454628,Urban,CLU-88,Site9,Admin1_A,Admin2_14,yes,48,m,9,2024-04-01,2024-04-04,device-8529,9,married,idp_returnee,yes,2024-02-23,healthcare,drinking_water,no,0,0,1,3,Poor,3,Moderate
HH-00131,ENUM-44,HHID-00131,-14.866019433219776,76.80585091843886,7.234201136885849,2.390408322238115,Urban,CLU-85,Site13,Admin1_C,Admin2_5,yes,42,m,5,2024-04-03,2024-04-08,device-5183,5,widowed,idp_returnee,yes,2023-07-03,drinking_water,drinking_water,yes,3,2,5,19,Poor,4,Severe
HH-00132,ENUM-34,HHID-00132,-50.02059411526856,142.27446156739177,4.9587573507877085,1.3689288105974553,Rural,CLU-70,Site12,Admin1_E,Admin2_10,yes,18,m,15,2024-04-11,2024-04-15,device-1153,47,divorced,host,,,shelter_materials,drinking_water,yes,3,2,1,7,Poor,2,Moderate
HH-00133,ENUM-6,HHID-00133,-68.42423387993709,4.203879161639804,0.8104621590764793,2.162279311218045,Rural,CLU-18,Site4,Admin1_A,Admin2_1,yes,20,m,9,2024-04-04,2024-04-08,device-8622,9,single,host,,,wash_nfi,drinking_water,yes,4,6,4,24,Poor,5,Severe
HH-00134,ENUM-42,HHID-00134,-29.22926914734697,11.560854695513626,2.2018320194981134,2.488624901974323,Rural,CLU-84,Site19,Admin1_D,Admin2_3,yes,52,f,14,2024-04-13,2024-04-14,device-5712,14,married,host,,,shelter_materials,shelter_materials,yes,4,0,1,3,Poor,3,Moderate
HH-00135,ENUM-43,HHID-00135,79.72374670425344,-141.41807591768062,6.832587636595959,2.8179445486986316,Rural,CLU-45,Site7,Admin1_D,Admin2_13,yes,30,m,13,2024-04-09,2024-04-11,device-9955,13,divorced,refugee,yes,2023-10-06,healthcare,drinking_water,yes,5,4,4,20,Poor,6,Severe
HH-00136,ENUM-28,HHID-00136,-31.82347223626406,-18.931547943556325,0.7613085949030018,1.0866052046386339,Urban,CLU-16,Site19,Admin1_E,Admin2_12,yes,64,f,10,2024-04-13,2024-04-17,device-3588,10,single,idp,yes,2023-12-23,wash_nfi,drinking_water,no,0,4,3,17,Poor,5,Severe
HH-00137,ENUM-33,HHID-00137,3.382311913805893,11.742215923808345,8.512069140487688,1.4982897895232703,Rural,CLU-23,Site18,Admin1_C,Admin2_11,yes,41,f,5,2024-04-06,2024-04-10,device-2210,5,widowed,idp,yes,2023-07-16,healthcare,drinking_water,no,0,3,1,9,Poor,6,Severe
HH-00138,ENUM-24,HHID-00138,36.54341260113202,-92.71061869149732,4.951465270139743,0.8810400333260435,Camp,CLU-69,Site6,Admin1_A,Admin2_2,yes,78,f,12,2024-04-11,2024-04-16,device-8237,12,married,host,yes,2023-05-25,food,drinking_water,no,0,2,1,7,Poor,0,None
HH-00093,ENUM-2,HHID-00139,-24.54667157172709,-83.07243685822286,4.80586577326648,2.981208755395938,Urban,CLU-51,Site18,Admin1_D,Admin2_2,yes,16,m,8,2024-04-12,2024-04-13,device-6661,8,single,idp,yes,2023-05-20,drinking_water,food,no,0,7,1,17,Poor,0,None
HH-00140,ENUM-24,HHID-00140,84.92077488977293,-44.177701282335846,5.924077846595176,2.8175024198107383,Rural,CLU-68,Site1,Admin1_E,Admin2_11,yes,75,m,7,2024-04-16,2024-04-21,device-5901,7,single,refugee,no,,drinking_water,food,yes,4,0,5,15,Poor,5,Severe
HH-00141,ENUM-20,HHID-00141,83.24051308958002,-172.77436880001852,8.246809659251491,1.849892825701399,Camp,CLU-17,Site15,Admin1_B,Admin2_6,yes,38,f,10,2024-04-15,2024-04-08,device-7951,10,widowed,idp_returnee,yes,2024-03-04,food,drinking_water,no,0,1,0,2,Poor,4,Severe
HH-00142,ENUM-12,HHID-00142,-44.67918675143445,-64.05150039005582,3.4780920790219305,2.605083235941053,Rural,CLU-94,Site7,Admin1_C,Admin2_13,yes,66,m,8,2024-04-16,2024-04-20,device-5097,8,married,host,,,shelter_materials,drinking_water,no,0,5,3,19,Poor,6,Severe
HH-00143,ENUM-14,HHID-00143,-0.495268939370618,-103.87871748124392,6.780161525590636,1.8023949431801054,Camp,CLU-29,Site15,Admin1_B,Admin2_9,yes,71,f,13,2024-04-13,2024-04-14,device-8484,13,divorced,host,,,shelter_materials,shelter_materials,yes,5,1,5,17,Poor,6,Severe
HH-00144,ENUM-22,HHID-00144,-35.84190423298146,-62.100953215950724,5.657319639957911,2.0589642200068994,Rural,CLU-1,Site10,Admin1_C,Admin2_7,yes,51,f,4,2024-04-18,2024-04-21,device-5949,4,single,idp_returnee,yes,2023-07-31,healthcare,drinking_water,no,0,0,3,9,Poor,2,Moderate
HH-00385,ENUM-50,HHID-00145,-38.72871101205583,-136.88563254506957,2.6702827016942132,0.7228110802900416,Rural,CLU-97,Site3,Admin1_A,Admin2_13,yes,30,m,13,2024-04-10,2024-04-13,,13,married,idp_returnee,yes,2023-07-18,drinking_water,food,no,0,6,5,27,Poor,6,Severe
HH-00146,ENUM-32,HHID-00146,-83.3603494761841,140.58982106636216,8.78629986355158,2.38817605124202,Urban,CLU-3,Site14,Admin1_E,Admin2_10,yes,19,m,6,2024-04-21,2024-04-25,device-7302,6,married,idp_returnee,no,,shelter_materials,drinking_water,no,0,7,4,26,Poor,1,Moderate
HH-00147,ENUM-13,HHID-00147,19.721580116381432,33.69328327945752,7.974260216069281,0.8192837090880871,Rural,CLU-39,Site16,Admin1_A,Admin2_4,yes,61,m,13,2024-04-13,2024-04-17,device-8916,13,widowed,refugee,no,,healthcare,drinking_water,yes,3,4,4,20,Poor,2,Moderate
HH-00148,ENUM-15,HHID-00148,0.4822241811950647,64.47683489201626,6.584518346584255,2.565169075631321,Camp,CLU-60,Site5,Admin1_B,Admin2_9,yes,18,f,8,2024-04-22,2024-04-27,device-2747,8,single,host,,,food,drinking_water,no,0,7,4,26,Poor,5,Severe
HH-00149,ENUM-9,HHID-00149,-80.73382477500192,104.10164589864178,8.505817290942419,2.4550702191759646,Camp,CLU-87,Site10,Admin1_E,Admin2_1,yes,58,m,11,2024-04-21,2024-04-26,device-4886,11,divorced,refugee,no,,healthcare,drinking_water,yes,1,5,3,19,Poor,1,Moderate
HH-00150,ENUM-10,HHID-00150,-170.35747985197924,-0.5608083855393886,8.672942009598025,2.271861744357441,Urban,CLU-93,Site8,Admin1_A,Admin2_14,yes,64,f,8,2024-04-18,2024-04-23,device-7248,8,single,host,,,food,drinking_water,no,0,6,2,18,Poor,5,Severe
HH-00151,ENUM-5,HHID-00151,73.48785947399767,-148.70869628852748,7.083629767150348,0.5904009513119053,Rural,CLU-70,Site9,Admin1_A,Admin2_7,yes,33,f,15,2024-04-25,2024-04-27,device-6881,15,single,invalid_status,yes,2024-01-16,drinking_water,food,no,0,7,4,26,Poor,3,Moderate
HH-00152,ENUM-19,HHID-00152,-46.878859679944966,13.35835505467719,8.37013328363672,1.2578208898633214,Urban,CLU-55,Site5,Admin1_A,Admin2_14,yes,32,f,10,2024-04-20,2024-04-24,device-5847,10,divorced,refugee,no,,drinking_water,food,no,0,2,0,4,Poor,5,Severe
HH-00153,ENUM-7,HHID-00153,-63.91892302357984,31.262802487516495,6.974714616692836,1.1577814247771072,Rural,CLU-69,Site14,Admin1_B,Admin2_9,yes,62,m,14,2024-04-17,2024-04-19,device-5837,14,married,idp,no,,shelter_materials,drinking_water,no,0,2,4,127,Poor,2,Moderate
HH-00154,ENUM-33,HHID-00154,-1.898503150038664,88.35821070635882,6.801407717603004,1.4003410186787977,Urban,CLU-49,Site13,Admin1_A,Admin2_7,,74,f,1,2024-04-21,2024-04-24,device-1359,1,single,host,,,healthcare,healthcare,yes,5,7,4,26,Poor,10,None
HH-00155,ENUM-50,HHID-00155,87.41708173990813,-24.602563357315432,6.186113782151843,0.7191068669095964,Rural,CLU-30,Site3,Admin1_D,Admin2_9,yes,17,m,8,2024-04-23,2024-04-27,device-7484,8,married,idp_returnee,no,,drinking_water,food,yes,0,7,5,29,Borderline,1,Moderate
HH-00156,ENUM-35,,-46.43005112792993,-134.07109099359704,7.527166395576412,2.842394557577657,Rural,CLU-32,Site15,Admin1_C,Admin2_11,yes,37,m,2,2024-04-20,2024-04-24,device-5497,2,widowed,idp_returnee,no,,wash_nfi,drinking_water,yes,4,7,6,32,Borderline,6,Severe
HH-00157,ENUM-48,HHID-00157,30.98439853305814,-77.8406739124592,1.586051052930737,1.8845056017809407,Urban,CLU-59,Site20,Admin1_D,Admin2_14,yes,26,m,5,2024-04-26,2024-04-27,device-1132,5,married,refugee,no,,shelter_materials,drinking_water,yes,0,2,6,22,Poor,3,Moderate
HH-00158,ENUM-34,HHID-00158,47.09153075916916,-49.29037329649137,8.808707591989284,1.2638107766450588,Urban,CLU-45,Site16,Admin1_B,Admin2_15,yes,24,m,2,2024-04-19,2024-04-23,device-1803,2,divorced,idp,yes,2023-08-26,wash_nfi,drinking_water,no,0,5,0,10,Poor,0,None
HH-00159,ENUM-3,HHID-00159,-47.22524208136806,52.530206879376436,8.71843527745232,1.4924537926857084,Urban,CLU-20,Site19,Admin1_B,Admin2_8,yes,42,f,7,2024-04-24,2024-04-27,device-9138,7,divorced,idp,yes,2023-12-22,healthcare,drinking_water,no,0,1,7,23,Poor,0,None
HH-00160,ENUM-43,HHID-00160,41.07894275013473,25.48018968080828,0.29247283034559146,1.618006351262089,Urban,CLU-36,Site13,Admin1_A,Admin2_10,yes,50,f,11,2024-04-29,2024-05-03,device-5689,11,widowed,host,,,wash_nfi,drinking_water,no,0,6,2,18,Poor,0,None
HH-00161,ENUM-22,HHID-00161,-23.799036110534416,-51.80517867677534,8.258167505647627,2.001485833401543,Rural,CLU-25,Site18,Admin1_E,Admin2_15,yes,55,m,46,2024-04-24,2024-04-26,device-4770,13,unknown,host,,,healthcare,drinking_water,no,0,6,6,30,Borderline,6,Severe
HH-00162,ENUM-50,HHID-00162,23.815049506844304,175.1454895654727,1.288698674734452,1.7891985692412444,Rural,CLU-93,Site17,Admin1_D,Admin2_4,yes,14,f,4,2024-04-30,2024-05-04,device-6772,4,single,host,,,shelter_materials,drinking_water,yes,3,3,3,15,Poor,5,Severe
HH-00163,ENUM-40,HHID-00163,24.035347936961045,38.07893496847939,3.351188542591419,2.7984799330360435,Camp,CLU-98,Site14,Admin1_B,Admin2_8,yes,28,m,11,2024-04-24,2024-04-26,device-4588,11,widowed,refugee,no,,healthcare,drinking_water,yes,4,6,3,21,Poor,3,Moderate
HH-00164,ENUM-9,HHID-00164,6.439443133456521,-94.59835497504199,7.435082562916078,1.7424087072645755,Rural,CLU-15,Site18,Admin1_C,Admin2_5,yes,22,m,12,2024-05-04,2024-05-09,device-4115,12,divorced,idp_returnee,yes,2023-09-28,drinking_water,food,no,0,5,3,19,Poor,4,Severe
HH-00165,ENUM-39,HHID-00165,-73.7478413902065,-143.35830985665467,1.607598960483082,2.9803950370582815,Urban,CLU-5,Site2,Admin1_B,Admin2_2,yes,70,f,4,2024-04-28,2024-05-03,device-5106,4,married,refugee,no,,shelter_materials,drinking_water,no,0,0,7,21,Poor,3,Moderate
HH-00166,ENUM-25,HHID-00166,60.35444920606284,-124.97070989364047,8.179670241190621,2.6285623943627394,Urban,CLU-85,Site12,Admin1_D,Admin2_7,yes,20,f,13,2024-05-05,2024-05-06,,13,divorced,idp_returnee,no,,wash_nfi,drinking_water,yes,2,7,3,23,Poor,5,Severe
HH-00167,ENUM-10,HHID-00167,-32.25958830508755,-91.45521778157708,8.32134177957742,1.0212762858933395,Rural,CLU-54,Site18,Admin1_C,Admin2_15,yes,37,f,6,2024-05-04,2024-05-08,device-2591,6,single,idp_returnee,no,,wash_nfi,drinking_water,no,0,4,7,29,Borderline,2,Moderate
HH-00168,ENUM-11,HHID-00168,-56.426668128026236,-122.15470562655996,5.074677337608362,2.8264880366097906,Camp,CLU-79,Site20,Admin1_C,Admin2_14,yes,78,f,7,2024-05-05,2024-05-10,device-1645,7,widowed,idp_returnee,yes,2023-05-21,drinking_water,food,no,0,1,7,23,Poor,5,Severe
HH-00169,ENUM-12,HHID-00169,-82.6604745201425,-112.83587134152992,0.0638587171683358,0.7909159947136902,Camp,CLU-99,Site3,Admin1_A,Admin2_12,yes,36,m,6,2024-04-30,2024-05-05,device-6061,6,widowed,idp,no,,shelter_materials,drinking_water,no,0,2,5,19,Poor,3,Moderate
HH-00170,ENUM-45,HHID-00170,16.36072977388352,-77.36573927021504,2.870381331749128,2.543624271227979,Rural,CLU-3,Site4,Admin1_E,Admin2_1,yes,47,f,9,2024-04-30,2024-05-01,device-8222,9,divorced,refugee,no,,food,drinking_water,yes,4,0,1,3,Poor,1,Moderate
HH-00171,ENUM-50,HHID-00171,31.961585131610832,-117.58550569388827,6.169269183757422,1.45155823369145,Urban,CLU-31,Site8,Admin1_C,Admin2_9,yes,64,m,9,2024-05-04,2024-05-05,device-1546,9,widowed,refugee,yes,2023-08-11,wash_nfi,drinking_water,yes,0,4,5,23,Poor,1,Moderate
HH-00172,ENUM-40,HHID-00172,-87.01419079298589,142.83555286551308,9.811861780274235,2.6949358011126736,Urban,CLU-27,Site12,Admin1_A,Admin2_10,yes,51,m,1,2024-05-01,2024-05-05,device-6977,1,married,refugee,no,,drinking_water,food,no,0,1,3,11,Poor,2,Moderate
HH-00173,ENUM-11,HHID-00173,2.1767504938705713,-151.1158515618088,6.3181352701666835,2.6701417252686257,Rural,CLU-9,Site6,Admin1_E,Admin2_15,yes,56,f,12,,2024-05-10,device-3153,12,married,idp,yes,2023-05-20,food,drinking_water,yes,2,1,6,20,Poor,1,Moderate
HH-00174,ENUM-47,HHID-00174,-49.230760464371166,8.824100245291675,2.5980358106415977,,Camp,CLU-13,Site20,Admin1_A,Admin2_9,yes,51,f,14,2024-05-09,2024-05-13,device-2476,14,divorced,idp,no,,shelter_materials,drinking_water,yes,5,3,6,24,Poor,5,Severe
HH-00175,ENUM-29,HHID-00175,26.131102273700975,-32.25714228372186,6.340057030996114,2.4750760907676534,Rural,CLU-77,Site2,Admin1_B,Admin2_13,yes,39,m,5,2024-05-01,2024-05-03,device-5835,5,divorced,idp_returnee,yes,2024-04-01,healthcare,drinking_water,no,0,0,3,9,Poor,1,Moderate
